"","authorID","groupID","match_name","matchID","similarity","confidence","flagged","AU","AF","author_order","address","RP_address","RI","OI","EM","refID","TA","SO","UT","PT","PU","PY","university","country","state","postal_code","city","department"
"4808",4808,4937,NA,4937,NA,NA,0,"Al-Rabeei, S","Al-Rabeei, Samer",4,"Tech Univ Kosice, Fac Aeronaut, Kosice, Slovakia.",NA,NA,NA,NA,924,"Energy, exergy, economic, environmental, and sustainability assessments
of the CFM56-3 series turbofan engine used in the aviation sector","ENERGY","WOS:000927317800001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","tech univ kosice","slovakia","kosice",NA,"fac aeronaut",NA
"4809",4809,1394,NA,7549,NA,NA,0,"Balli, O","Balli, Ozgur",2,"Minist Turkey Natl Def, Air Maintenance Factory Directorate 1, Eskisehir, Turkiye.",NA,NA,NA,NA,924,"Energy, exergy, economic, environmental, and sustainability assessments
of the CFM56-3 series turbofan engine used in the aviation sector","ENERGY","WOS:000927317800001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","minist turkey natl def","turkiye","eskisehir",NA,"air maintenance factory directorate ",NA
"4810",4810,1610,NA,1395,NA,NA,0,"Caliskan, H","Caliskan, Hakan",3,"Usak Univ, Dept Mech Engn, Usak, Turkiye.",NA,NA,NA,NA,924,"Energy, exergy, economic, environmental, and sustainability assessments
of the CFM56-3 series turbofan engine used in the aviation sector","ENERGY","WOS:000927317800001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","usak univ","turkiye","usak",NA,"dept mech engn",NA
"4811",4811,4824,NA,4824,NA,NA,0,"Kale, U","Kale, Utku",5,"Budapest Univ Technol & Econ, Fac Transportat Engn & Vehicle Engn, Dept Aeronaut & Naval Architecture, Budapest, Hungary.",NA,NA,NA,NA,924,"Energy, exergy, economic, environmental, and sustainability assessments
of the CFM56-3 series turbofan engine used in the aviation sector","ENERGY","WOS:000927317800001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","budapest univ technol & econ","hungary","budapest",NA,"dept aeronaut & naval architecture","fac transportat engn & vehicle engn"
"4812",4812,4812,NA,NA,NA,NA,0,"Korba, P","Korba, Peter",1,"Tech Univ Kosice, Fac Aeronaut, Kosice, Slovakia.",NA,NA,"0000-0003-2427-595X",NA,924,"Energy, exergy, economic, environmental, and sustainability assessments
of the CFM56-3 series turbofan engine used in the aviation sector","ENERGY","WOS:000927317800001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","tech univ kosice","slovakia","kosice",NA,"fac aeronaut",NA
"4813",4813,503,NA,NA,NA,NA,0,"Chong, CT","Chong, Cheng Tung",3,"Shanghai Jiao Tong Univ, China UK Low Carbon Coll, Lingang 201306, Shanghai, Peoples R China.",NA,NA,NA,NA,925,"Investigation on combustion characteristics of
acetone-butanol-ethanol/Jet A-1 mixture in a Swirl-stabilized combustor
for its potential application in gas turbine engines","FUEL","WOS:000930511700001","J","ELSEVIER SCI LTD","2023","shanghai jiao tong univ","peoples r china","shanghai"," 20130","lingang","china uk low carbon coll"
"4814",4814,4814,NA,5689,NA,NA,0,"Karmakar, S","Karmakar, Srinibas",2,"Indian Inst Technol Kharagpur, Dept Aerosp Engn, Kharagpur 721302, India.",NA,NA,NA,NA,925,"Investigation on combustion characteristics of
acetone-butanol-ethanol/Jet A-1 mixture in a Swirl-stabilized combustor
for its potential application in gas turbine engines","FUEL","WOS:000930511700001","J","ELSEVIER SCI LTD","2023","indian inst technol kharagpur","india",NA," 72130","kharagpur","indian inst technol kharagpur"
"4815",4815,5690,"Kumar, Manish",2988,0.590909090909091,2,0,"Kumar, M","Kumar, Manish",1,"Technion Israel Inst Technol, Fac Mech Engn, IL-32000 Haifa, Israel.",NA,NA,NA,NA,925,"Investigation on combustion characteristics of
acetone-butanol-ethanol/Jet A-1 mixture in a Swirl-stabilized combustor
for its potential application in gas turbine engines","FUEL","WOS:000930511700001","J","ELSEVIER SCI LTD","2023","technion israel inst technol","israel",NA,"32000"," haifa","technion israel inst technol"
"4816",4816,4816,NA,NA,NA,NA,0,"Puliafito, SE","Puliafito, S. Enrique",1,"Argentine Natl Technol Univ GEAA UTN, CONICET, Bahia Blanca, Argentina.",NA,NA,NA,"epuliafito@frm.utn.edu.ar",926,"Civil aviation emissions in Argentina","SCIENCE OF THE TOTAL ENVIRONMENT","WOS:000927376100001","J","ELSEVIER","2023","argentine natl technol univ geaa utn","argentina","bahia blanca",NA,"conicet",NA
"4817",4817,4817,NA,NA,NA,NA,0,"Liang, YX","Liang, Yuxuan",2,"Northwestern Polytech Univ, Sch Chem & Chem Engn, Key Lab Special Funct & Smart Polymer Mat, Minist Ind & Informat Technol, Xian 710072, Peoples R China.",NA,NA,NA,NA,927,"Photosensitized Conia reaction directed synthesis of high-performance
asymmetric polycyclic hydrocarbons from biomass-derived ketones and
petroleum-derived norbornene","FUEL","WOS:000927302500001","J","ELSEVIER SCI LTD","2023","northwestern polytech univ","peoples r china",NA," 71007","xian","sch chem & chem engn"
"4818",4818,1434,"Xie, Junjian",1209,0.571428571428571,4,0,"Xie, JJ","Xie, Junjian",1,"Northwestern Polytech Univ, Sch Chem & Chem Engn, Key Lab Special Funct & Smart Polymer Mat, Minist Ind & Informat Technol, Xian 710072, Peoples R China.",NA,NA,NA,NA,927,"Photosensitized Conia reaction directed synthesis of high-performance
asymmetric polycyclic hydrocarbons from biomass-derived ketones and
petroleum-derived norbornene","FUEL","WOS:000927302500001","J","ELSEVIER SCI LTD","2023","northwestern polytech univ","peoples r china",NA," 71007","xian","sch chem & chem engn"
"4819",4819,1532,"Xie, Jiawei",1210,0.55,4,0,"Xie, JW","Xie, Jiawei",5,"Chengdu Univ Technol, Coll Mat & Chem & Chem Engn, Chengdu 610059, Peoples R China.",NA,NA,NA,NA,927,"Photosensitized Conia reaction directed synthesis of high-performance
asymmetric polycyclic hydrocarbons from biomass-derived ketones and
petroleum-derived norbornene","FUEL","WOS:000927302500001","J","ELSEVIER SCI LTD","2023","chengdu univ technol","peoples r china",NA," 61005","chengdu","coll mat & chem & chem engn"
"4820",4820,4820,NA,NA,NA,NA,0,"Yang, B","Yang, Bo",3,"Northwestern Polytech Univ, Sch Chem & Chem Engn, Key Lab Special Funct & Smart Polymer Mat, Minist Ind & Informat Technol, Xian 710072, Peoples R China.",NA,NA,NA,NA,927,"Photosensitized Conia reaction directed synthesis of high-performance
asymmetric polycyclic hydrocarbons from biomass-derived ketones and
petroleum-derived norbornene","FUEL","WOS:000927302500001","J","ELSEVIER SCI LTD","2023","northwestern polytech univ","peoples r china",NA," 71007","xian","sch chem & chem engn"
"4821",4821,4821,NA,NA,NA,NA,0,"Zhang, J","Zhang, Jun",4,"Northwestern Polytech Univ, Sch Chem & Chem Engn, Key Lab Special Funct & Smart Polymer Mat, Minist Ind & Informat Technol, Xian 710072, Peoples R China.",NA,NA,NA,NA,927,"Photosensitized Conia reaction directed synthesis of high-performance
asymmetric polycyclic hydrocarbons from biomass-derived ketones and
petroleum-derived norbornene","FUEL","WOS:000927302500001","J","ELSEVIER SCI LTD","2023","northwestern polytech univ","peoples r china",NA," 71007","xian","sch chem & chem engn"
"4822",4822,4822,NA,NA,NA,NA,0,"Zhang, QY","Zhang, Qiuyu",7,"Northwestern Polytech Univ, Sch Chem & Chem Engn, Key Lab Special Funct & Smart Polymer Mat, Minist Ind & Informat Technol, Xian 710072, Peoples R China.",NA,NA,NA,NA,927,"Photosensitized Conia reaction directed synthesis of high-performance
asymmetric polycyclic hydrocarbons from biomass-derived ketones and
petroleum-derived norbornene","FUEL","WOS:000927302500001","J","ELSEVIER SCI LTD","2023","northwestern polytech univ","peoples r china",NA," 71007","xian","sch chem & chem engn"
"4823",4823,439,NA,439,NA,NA,0,"Zou, JJ","Zou, Ji-Jun",6,"Tianjin Univ, Sch Chem Engn & Technol, Key Lab Green Chem Technol, Minist Educ, Tianjin 300072, Peoples R China.",NA,NA,NA,NA,927,"Photosensitized Conia reaction directed synthesis of high-performance
asymmetric polycyclic hydrocarbons from biomass-derived ketones and
petroleum-derived norbornene","FUEL","WOS:000927302500001","J","ELSEVIER SCI LTD","2023","tianjin univ","peoples r china",NA," 30007","tianjin","sch chem engn & technol"
"4824",4824,4824,"Kale, Utku",3477,0.526315789473684,4,0,"Kale, U","Kale, Utku",4,"Budapest Univ Technol & Econ, Fac Transportat Engn & Vehicle Engn, Dept Aeronaut & Naval Architecture, Budapest, Hungary.",NA,NA,NA,NA,928,"Solar energy for the airport ground support equipment - a quantitative
study","AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY","WOS:000919732200001","J","EMERALD GROUP PUBLISHING LTD","2023","budapest univ technol & econ","hungary","budapest",NA,"dept aeronaut & naval architecture","fac transportat engn & vehicle engn"
"4825",4825,4825,NA,NA,NA,NA,0,"Mutlu, S","Mutlu, Savas",2,"Atilim Univ, Sch Civil Aviat, Dept Aviat Management, Ankara, Turkiye.",NA,NA,NA,NA,928,"Solar energy for the airport ground support equipment - a quantitative
study","AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY","WOS:000919732200001","J","EMERALD GROUP PUBLISHING LTD","2023","atilim univ","turkiye","ankara",NA,"dept aviat management","sch civil aviat"
"4826",4826,3478,NA,NA,NA,NA,0,"Nagy, A","Nagy, Andras",3,"Univ Dunaujvar, Inst Engn, Dept Mech Engn, Dunaujvaros, Hungary.",NA,NA,NA,"
nagyandras@uniduna.hu",928,"Solar energy for the airport ground support equipment - a quantitative
study","AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY","WOS:000919732200001","J","EMERALD GROUP PUBLISHING LTD","2023","univ dunaujvar","hungary","dunaujvaros",NA,"dept mech engn","inst engn"
"4827",4827,4827,NA,NA,NA,NA,0,"Yildiz, M","Yildiz, Melih",1,"Erciyes Univ, Fac Aviat & Space Sci, Dept Aeronaut Engn, Kayseri, Turkiye.",NA,NA,NA,NA,928,"Solar energy for the airport ground support equipment - a quantitative
study","AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY","WOS:000919732200001","J","EMERALD GROUP PUBLISHING LTD","2023","erciyes univ","turkiye","kayseri",NA,"dept aeronaut engn","fac aviat & space sci"
"4828",4828,4828,NA,NA,NA,NA,0,"Ayar, M","Ayar, Murat",2,"Eskisehir Tech Univ, Fac Aeronaut & Astronaut, Eskisehir, Turkiye.",NA,NA,NA,NA,929,"Performance based analysis for the Ankara-London route in terms of
emissions and fuel consumption of different combinations of
aircraft/engine: An IMPACT application","JOURNAL OF AIR TRANSPORT MANAGEMENT","WOS:000927816500001","J","ELSEVIER SCI LTD","2023","eskisehir tech univ","turkiye","eskisehir",NA,"fac aeronaut & astronaut",NA
"4829",4829,1747,NA,NA,NA,NA,0,"Ekici, S","Ekici, Selcuk",1,"Igdir Univ, Dept Aviat, Igdir, Turkiye.",NA,"AAC-8859-2020","0000-0002-7090-3243",NA,929,"Performance based analysis for the Ankara-London route in terms of
emissions and fuel consumption of different combinations of
aircraft/engine: An IMPACT application","JOURNAL OF AIR TRANSPORT MANAGEMENT","WOS:000927816500001","J","ELSEVIER SCI LTD","2023","igdir univ","turkiye","igdir",NA,"dept aviat",NA
"4830",4830,1072,NA,NA,NA,NA,0,"Karakoc, TH","Karakoc, T. Hikmet",4,"Eskisehir Tech Univ, Fac Aeronaut & Astronaut, Eskisehir, Turkiye.",NA,"D-7087-2015","0000-0001-8182-8667",NA,929,"Performance based analysis for the Ankara-London route in terms of
emissions and fuel consumption of different combinations of
aircraft/engine: An IMPACT application","JOURNAL OF AIR TRANSPORT MANAGEMENT","WOS:000927816500001","J","ELSEVIER SCI LTD","2023","eskisehir tech univ","turkiye","eskisehir",NA,"fac aeronaut & astronaut",NA
"4831",4831,4831,NA,NA,NA,NA,0,"Kilic, U","Kilic, Ugur",3,"Erzincan Binali Yildirim Univ, Dept Avion, Erzincan, Turkiye.",NA,"HOF-0707-2023","0000-0002-1576-8042",NA,929,"Performance based analysis for the Ankara-London route in terms of
emissions and fuel consumption of different combinations of
aircraft/engine: An IMPACT application","JOURNAL OF AIR TRANSPORT MANAGEMENT","WOS:000927816500001","J","ELSEVIER SCI LTD","2023","erzincan binali yildirim univ","turkiye","erzincan",NA,"dept avion",NA
"4832",4832,48,NA,48,NA,NA,0,"Wang, WC","Wang, Wei-Cheng",2,"Natl Cheng Kung Univ, Dept Aeronaut & Astronaut, Tainan 70101, Taiwan.",NA,NA,NA,NA,930,"The combustion performance of sustainable aviation fuel with hydrogen
addition","INTERNATIONAL JOURNAL OF HYDROGEN ENERGY","WOS:000924860200001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","natl cheng kung univ","taiwan",NA," 70101","tainan","dept aeronaut & astronaut"
"4833",4833,4833,NA,NA,NA,NA,0,"Yelugoti, SR","Yelugoti, Sivanjaneya Reddy",1,"Natl Cheng Kung Univ, Dept Aeronaut & Astronaut, Tainan 70101, Taiwan.",NA,NA,NA,NA,930,"The combustion performance of sustainable aviation fuel with hydrogen
addition","INTERNATIONAL JOURNAL OF HYDROGEN ENERGY","WOS:000924860200001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","natl cheng kung univ","taiwan",NA," 70101","tainan","dept aeronaut & astronaut"
"4834",4834,4834,NA,NA,NA,NA,0,"Guo, L","Guo, Lin",2,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn, Sch Chem Engn & Technol, Key Lab Green Chem Technol,Minist Educ, Tianjin 300350, Peoples R China.",NA,NA,NA,NA,931,"Process design, modeling and life cycle analysis of energy consumption
and GHG emission for jet fuel production from bioethanol in China","JOURNAL OF CLEANER PRODUCTION","WOS:000962975200001","J","ELSEVIER SCI LTD","2023","tianjin univ","peoples r china",NA," 30035","tianjin","collaborat innovat ctr chem sci & engn"
"4835",4835,4835,NA,NA,NA,NA,0,"Huang, SY","Huang, Shouying",5,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn, Sch Chem Engn & Technol, Key Lab Green Chem Technol,Minist Educ, Tianjin 300350, Peoples R China.",NA,NA,NA,NA,931,"Process design, modeling and life cycle analysis of energy consumption
and GHG emission for jet fuel production from bioethanol in China","JOURNAL OF CLEANER PRODUCTION","WOS:000962975200001","J","ELSEVIER SCI LTD","2023","tianjin univ","peoples r china",NA," 30035","tianjin","collaborat innovat ctr chem sci & engn"
"4836",4836,4836,NA,NA,NA,NA,0,"Li, MS","Li, Maoshuai",4,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn, Sch Chem Engn & Technol, Key Lab Green Chem Technol,Minist Educ, Tianjin 300350, Peoples R China.",NA,NA,NA,NA,931,"Process design, modeling and life cycle analysis of energy consumption
and GHG emission for jet fuel production from bioethanol in China","JOURNAL OF CLEANER PRODUCTION","WOS:000962975200001","J","ELSEVIER SCI LTD","2023","tianjin univ","peoples r china",NA," 30035","tianjin","collaborat innovat ctr chem sci & engn"
"4837",4837,4837,NA,NA,NA,NA,0,"Lv, J","Lv, Jing",3,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn, Sch Chem Engn & Technol, Key Lab Green Chem Technol,Minist Educ, Tianjin 300350, Peoples R China.",NA,NA,NA,NA,931,"Process design, modeling and life cycle analysis of energy consumption
and GHG emission for jet fuel production from bioethanol in China","JOURNAL OF CLEANER PRODUCTION","WOS:000962975200001","J","ELSEVIER SCI LTD","2023","tianjin univ","peoples r china",NA," 30035","tianjin","collaborat innovat ctr chem sci & engn"
"4838",4838,6526,NA,6526,NA,NA,0,"Ma, XB","Ma, Xinbin",7,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn, Sch Chem Engn & Technol, Key Lab Green Chem Technol,Minist Educ, Tianjin 300350, Peoples R China.",NA,NA,NA,NA,931,"Process design, modeling and life cycle analysis of energy consumption
and GHG emission for jet fuel production from bioethanol in China","JOURNAL OF CLEANER PRODUCTION","WOS:000962975200001","J","ELSEVIER SCI LTD","2023","tianjin univ","peoples r china",NA," 30035","tianjin","collaborat innovat ctr chem sci & engn"
"4839",4839,4839,NA,NA,NA,NA,0,"Wang, X","Wang, Xiao",1,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn, Sch Chem Engn & Technol, Key Lab Green Chem Technol,Minist Educ, Tianjin 300350, Peoples R China.",NA,NA,NA,NA,931,"Process design, modeling and life cycle analysis of energy consumption
and GHG emission for jet fuel production from bioethanol in China","JOURNAL OF CLEANER PRODUCTION","WOS:000962975200001","J","ELSEVIER SCI LTD","2023","tianjin univ","peoples r china",NA," 30035","tianjin","collaborat innovat ctr chem sci & engn"
"4840",4840,7491,"Wang, Yue",7491,0.5,4,0,"Wang, Y","Wang, Yue",6,"Tianjin Univ, Collaborat Innovat Ctr Chem Sci & Engn, Sch Chem Engn & Technol, Key Lab Green Chem Technol,Minist Educ, Tianjin 300350, Peoples R China.",NA,NA,NA,NA,931,"Process design, modeling and life cycle analysis of energy consumption
and GHG emission for jet fuel production from bioethanol in China","JOURNAL OF CLEANER PRODUCTION","WOS:000962975200001","J","ELSEVIER SCI LTD","2023","tianjin univ","peoples r china",NA," 30035","tianjin","collaborat innovat ctr chem sci & engn"
"4841",4841,331,NA,NA,NA,NA,0,"Atsonios, K","Atsonios, Konstantinos",3,"Ctr Res & Technol Hellas, Chem Proc & Energy Resources Inst, 6Th Km Charilaou Thermis, GR-57001 Thermis, Greece.",NA,NA,"0000-0002-5549-2650"," atsonios@certh.gr",932,"Design considerations of an integrated thermochemical/biochemical route
for aviation and maritime biofuel production","BIOMASS CONVERSION AND BIOREFINERY","WOS:000913454700005","J","SPRINGER HEIDELBERG",NA,"ctr res & technol hellas","greece",NA,"57001"," thermis","chem proc & energy resources inst"
"4842",4842,4781,NA,NA,NA,NA,0,"Detsios, N","Detsios, Nikolaos",1,"Ctr Res & Technol Hellas, Chem Proc & Energy Resources Inst, 6Th Km Charilaou Thermis, GR-57001 Thermis, Greece.",NA,NA,NA,"detsios@certh.gr",932,"Design considerations of an integrated thermochemical/biochemical route
for aviation and maritime biofuel production","BIOMASS CONVERSION AND BIOREFINERY","WOS:000913454700005","J","SPRINGER HEIDELBERG",NA,"ctr res & technol hellas","greece",NA,"57001"," thermis","chem proc & energy resources inst"
"4843",4843,4782,NA,NA,NA,NA,0,"Grammelis, P","Grammelis, Panagiotis",4,"Ctr Res & Technol Hellas, Chem Proc & Energy Resources Inst, 6Th Km Charilaou Thermis, GR-57001 Thermis, Greece.",NA,NA,NA,"
grammelis@certh.gr",932,"Design considerations of an integrated thermochemical/biochemical route
for aviation and maritime biofuel production","BIOMASS CONVERSION AND BIOREFINERY","WOS:000913454700005","J","SPRINGER HEIDELBERG",NA,"ctr res & technol hellas","greece",NA,"57001"," thermis","chem proc & energy resources inst"
"4844",4844,4844,NA,NA,NA,NA,0,"Maragoudaki, L","Maragoudaki, Leda",2,"Ctr Res & Technol Hellas, Chem Proc & Energy Resources Inst, 6Th Km Charilaou Thermis, GR-57001 Thermis, Greece.",NA,NA,NA," maragkoudaki@certh.gr",932,"Design considerations of an integrated thermochemical/biochemical route
for aviation and maritime biofuel production","BIOMASS CONVERSION AND BIOREFINERY","WOS:000913454700005","J","SPRINGER HEIDELBERG",NA,"ctr res & technol hellas","greece",NA,"57001"," thermis","chem proc & energy resources inst"
"4845",4845,4784,NA,NA,NA,NA,0,"Orfanoudakis, NG","Orfanoudakis, Nikolaos G.",5,"Natl & Kapodistrian Univ Athens, Lab Tech Study Design Supervis Efficiency & Evalua, Thermal & Environm Installations, Evripos Campus, GR-34400 Athens, Greece.",NA,NA,NA,NA,932,"Design considerations of an integrated thermochemical/biochemical route
for aviation and maritime biofuel production","BIOMASS CONVERSION AND BIOREFINERY","WOS:000913454700005","J","SPRINGER HEIDELBERG",NA,"natl & kapodistrian univ athens","greece",NA,"34400"," athens","lab tech study design supervis efficiency & evalua"
"4846",4846,4846,NA,NA,NA,NA,0,"Im, H","Im, Hyungjoon",2,"Pusan Natl Univ, Inst Environm & Energy, Pusan 46241, South Korea.",NA,NA,NA,NA,933,"Biofuel production from Euglena: Current status and techno-economic
perspectives","BIORESOURCE TECHNOLOGY","WOS:000920939300001","J","ELSEVIER SCI LTD","2023","pusan natl univ","south korea",NA," 46241","pusan","inst environm & energy"
"4847",4847,4847,NA,NA,NA,NA,0,"Kim, K","Kim, Keunho",4,"Pusan Natl Univ, Dept Civil & Environm Engn, Pusan 46241, South Korea.",NA,NA,NA,NA,933,"Biofuel production from Euglena: Current status and techno-economic
perspectives","BIORESOURCE TECHNOLOGY","WOS:000920939300001","J","ELSEVIER SCI LTD","2023","pusan natl univ","south korea",NA," 46241","pusan","dept civil & environm engn"
"4848",4848,4848,NA,NA,NA,NA,0,"Kim, M","Kim, Minjeong",5,"Pusan Natl Univ, Dept Civil & Environm Engn, Pusan 46241, South Korea.",NA,NA,NA,NA,933,"Biofuel production from Euglena: Current status and techno-economic
perspectives","BIORESOURCE TECHNOLOGY","WOS:000920939300001","J","ELSEVIER SCI LTD","2023","pusan natl univ","south korea",NA," 46241","pusan","dept civil & environm engn"
"4849",4849,4849,NA,NA,NA,NA,0,"Kim, S","Kim, Sunah",1,"Pusan Natl Univ, Dept Civil & Environm Engn, Pusan 46241, South Korea.",NA,NA,NA,NA,933,"Biofuel production from Euglena: Current status and techno-economic
perspectives","BIORESOURCE TECHNOLOGY","WOS:000920939300001","J","ELSEVIER SCI LTD","2023","pusan natl univ","south korea",NA," 46241","pusan","dept civil & environm engn"
"4850",4850,4850,NA,NA,NA,NA,0,"Lee, T","Lee, Taeho",6,"Pusan Natl Univ, Dept Civil & Environm Engn, Pusan 46241, South Korea.",NA,NA,NA,NA,933,"Biofuel production from Euglena: Current status and techno-economic
perspectives","BIORESOURCE TECHNOLOGY","WOS:000920939300001","J","ELSEVIER SCI LTD","2023","pusan natl univ","south korea",NA," 46241","pusan","dept civil & environm engn"
"4851",4851,4851,NA,NA,NA,NA,0,"Yu, JC","Yu, Jaecheul",3,"Pusan Natl Univ, Dept Civil & Environm Engn, Pusan 46241, South Korea.",NA,NA,NA,NA,933,"Biofuel production from Euglena: Current status and techno-economic
perspectives","BIORESOURCE TECHNOLOGY","WOS:000920939300001","J","ELSEVIER SCI LTD","2023","pusan natl univ","south korea",NA," 46241","pusan","dept civil & environm engn"
"4852",4852,1200,NA,NA,NA,NA,0,"Garcia-Perez, M","Garcia-Perez, Manuel",4,"Washington State Univ, Biol Syst Engn, Pullman, WA 99163 USA.",NA,NA,"0000-0002-9386-2632",NA,934,"Co-Hydrotreatment of Yellow Greases and the Water-Insoluble Fraction of
Pyrolysis Oil. Part I: Experimental Design to Increase Kerosene Yield
and Reduce Coke Formation","ENERGY & FUELS","WOS:000918102500001","J","AMER CHEMICAL SOC",NA,"washington state univ","usa","wa","99163","pullman","biol syst engn"
"4853",4853,4853,NA,7266,NA,NA,0,"Han, YL","Han, Yinglei",5,"Washington State Univ, Biol Syst Engn, Pullman, WA 99163 USA.",NA,NA,NA,NA,934,"Co-Hydrotreatment of Yellow Greases and the Water-Insoluble Fraction of
Pyrolysis Oil. Part I: Experimental Design to Increase Kerosene Yield
and Reduce Coke Formation","ENERGY & FUELS","WOS:000918102500001","J","AMER CHEMICAL SOC",NA,"washington state univ","usa","wa","99163","pullman","biol syst engn"
"4854",4854,4013,NA,NA,NA,NA,0,"Olarte, M","Olarte, Mariefel",2,"Pacific Northwest Natl Lab, Energy Proc & Mat Div, Richland, WA 99352 USA.",NA,"D-3217-2013","0000-0003-2989-1110",NA,934,"Co-Hydrotreatment of Yellow Greases and the Water-Insoluble Fraction of
Pyrolysis Oil. Part I: Experimental Design to Increase Kerosene Yield
and Reduce Coke Formation","ENERGY & FUELS","WOS:000918102500001","J","AMER CHEMICAL SOC",NA,"pacific northwest natl lab","usa","wa","99352","richland","energy proc & mat div"
"4855",4855,7267,NA,7267,NA,NA,0,"Pires, APP","Pires, Anamaria Paiva Pinheiro",1,"Washington State Univ, Biol Syst Engn, Pullman, WA 99163 USA.",NA,NA,NA,NA,934,"Co-Hydrotreatment of Yellow Greases and the Water-Insoluble Fraction of
Pyrolysis Oil. Part I: Experimental Design to Increase Kerosene Yield
and Reduce Coke Formation","ENERGY & FUELS","WOS:000918102500001","J","AMER CHEMICAL SOC",NA,"washington state univ","usa","wa","99163","pullman","biol syst engn"
"4856",4856,4856,NA,NA,NA,NA,0,"Terrell, E","Terrell, Evan",3,"ARS, USDA, Southern Reg Res Ctr, New Orleans, LA 70124 USA.",NA,NA,"0000-0002-1079-4110",NA,934,"Co-Hydrotreatment of Yellow Greases and the Water-Insoluble Fraction of
Pyrolysis Oil. Part I: Experimental Design to Increase Kerosene Yield
and Reduce Coke Formation","ENERGY & FUELS","WOS:000918102500001","J","AMER CHEMICAL SOC",NA,"ars","usa","la","70124","new orleans","southern reg res ctr"
"4857",4857,4857,NA,NA,NA,NA,0,"Roumeliotis, I","Roumeliotis, Ioannis",2,"Cranfield Univ, Ctr Prop & Thermal Power Engn, Sch Aerosp Transport & Mfg, Bedford MK43 0AL, England.",NA,NA,NA,NA,935,"Techno-economic-environmental evaluation of aircraft propulsion
electrification: Surrogate-based multi-mission optimal design approach","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000938646000001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","cranfield univ","england",NA,"mk43 0al","bedford ","ctr prop & thermal power engn"
"4858",4858,4858,NA,NA,NA,NA,0,"Zhang, JN","Zhang, Jinning",1,"Univ Leicester, Sch Engn, Aerosp & Computat Grp, Leicester LE1 7RH, England.",NA,NA,NA,NA,935,"Techno-economic-environmental evaluation of aircraft propulsion
electrification: Surrogate-based multi-mission optimal design approach","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000938646000001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","univ leicester","england",NA,"le1 7rh","leicester ","sch engn"
"4859",4859,438,"Zhang, Xin",1162,0.526315789473684,3,0,"Zhang, X","Zhang, Xin",3,"Brunel Univ London, Dept Elect & Elect Engn, Uxbridge UB8 9PH, England.",NA,NA,NA,NA,935,"Techno-economic-environmental evaluation of aircraft propulsion
electrification: Surrogate-based multi-mission optimal design approach","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000938646000001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","brunel univ london","england",NA,"ub8 9ph","uxbridge ","dept elect & elect engn"
"4860",4860,4860,NA,NA,NA,NA,0,"Zolotas, A","Zolotas, Argyrios",4,"Cranfield Univ, Ctr Autonomous & Cyber Phys Syst, Sch Aerosp Transport & Mfg, Bedford MK43 0AL, England.",NA,NA,NA,NA,935,"Techno-economic-environmental evaluation of aircraft propulsion
electrification: Surrogate-based multi-mission optimal design approach","RENEWABLE & SUSTAINABLE ENERGY REVIEWS","WOS:000938646000001","J","PERGAMON-ELSEVIER SCIENCE LTD","2023","cranfield univ","england",NA,"mk43 0al","bedford ","ctr autonomous & cyber phys syst"
"4861",4861,8619,NA,8619,NA,NA,0,"Chauhan, G","Chauhan, Garima",2,"Univ Alberta, Dept Chem & Mat Engn, 9211-116th St, Edmonton, AB T6G 1H9, Canada.",NA,NA,NA,NA,936,"Sustainable aviation fuel: Pathways to fully formulated synthetic jet
fuel via Fischer-Tropsch synthesis","ENERGY SCIENCE & ENGINEERING","WOS:000907902100001","J","WILEY",NA,"univ alberta","canada",NA," t6g 1h9","ab","dept chem & mat engn"
